mark,name_model,type_of_car,type_of_drive,type_fuel,engine,power,mileage,is_broken,price,year
kia,ceed,хетчбэк,передний,бензин,1.6 MT (122 л.с.),122,150714,False,799000,2010
kia,ceed,универсал,передний,бензин,1.6 MT (129 л.с.),129,97717,False,1275000,2013
kia,ceed,хетчбэк,передний,бензин,1.6 AT (130 л.с.),130,86306,False,1429000,2015
kia,cerato,седан,передний,бензин,1.6 MT (105 л.с.),105,235000,False,425000,2006
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,60000,False,2000000,2019
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,47500,False,1840000,2020
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,122849,False,1879000,2020
kia,cerato,купе,передний,бензин,2.0 AT (150 л.с.),150,171000,False,999000,2010
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,72000,False,1490000,2018
kia,cerato,седан,передний,бензин,1.6 MT (126 л.с.),126,205000,False,850000,2011
kia,cerato,седан,передний,бензин,1.6 MT (122 л.с.),122,330000,False,350000,2008
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,48000,False,1950000,2019
kia,cerato,седан,передний,бензин,1.6 AT (122 л.с.),122,273774,False,520000,2007
kia,cerato,седан,передний,бензин,1.6 MT (126 л.с.),126,203000,False,865000,2012
kia,cerato,седан,передний,бензин,1.6 MT (105 л.с.),105,194000,False,267000,2005
kia,cerato,седан,передний,бензин,1.6 AT (128 л.с.),128,17780,False,2400000,2021
kia,cerato,седан,передний,бензин,2.0 AT (150 л.с.),150,83000,False,1920000,2020
kia,clarus,седан,передний,бензин,2.0 MT (133 л.с.),133,325523,False,155555,2001
kia,forte,седан,передний,бензин,2.0 AT (149 л.с.),149,34000,False,1750000,2019
kia,joice,минивэн,передний,бензин,2.0 MT (139 л.с.),139,232279,True,180000,2001
kia,k3,седан,передний,бензин,1.6 AT (123 л.с.),123,45300,False,1995000,2019
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,68045,False,2929000,2020
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3950000,2023
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3950000,2023
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3950000,2023
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,25100,False,3279000,2021
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,0,False,4200000,2023
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,0,False,4300000,2023
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3500000,2023
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,35,False,4199000,2023
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,72000,False,2820000,2021
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,33100,False,3250000,2021
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,52977,False,3099000,2020
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,38000,False,2682000,2021
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,44024,False,3049000,2021
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,30000,False,3200000,2020
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,45000,False,3199000,2021
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,0,False,4300000,2023
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,3500000,2023
kia,k5,седан,передний,бензин,2.5 AT (194 л.с.),194,34000,False,3356000,2021
kia,k5,седан,передний,бензин,2.0 AT (150 л.с.),150,0,False,4100000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6700000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6000000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6000000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6689510,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6878650,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6690000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6690000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6850000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6700000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6000000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6000000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6089176,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6200000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6550000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (250 л.с.),250,144763,False,2449000,2015
kia,mohave,внедорожник,полный,дизель,3.0 AT (257 л.с.),257,99,False,6200000,2022
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6000000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6590000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6700000,2023
kia,mohave,внедорожник,полный,дизель,3.0 AT (249 л.с.),249,0,False,6220130,2023
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,99255,False,2099000,2018
kia,optima,седан,передний,гибрид,2.4 AT (207 л.с.),207,61000,False,1775000,2017
kia,optima,седан,передний,бензин,2.0 MT (150 л.с.),150,195000,True,630000,2018
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,72000,False,2550000,2018
kia,optima,седан,передний,бензин,2.4 AT (180 л.с.),180,149800,False,1247000,2013
kia,optima,седан,передний,бензин,2.4 AT (185 л.с.),185,84832,False,1950000,2017
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,110234,False,2300000,2019
kia,optima,седан,передний,бензин,2.0 AT (150 л.с.),150,147000,False,1820000,2018
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,110000,False,1900000,2017
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,88652,False,1599000,2017
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,123000,False,1950000,2016
kia,optima,седан,передний,бензин,2.0 MT (150 л.с.),150,212000,False,1100000,2012
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,45000,False,1660000,2019
kia,optima,седан,передний,бензин,2.4 AT (140 л.с.),140,2004,False,170000,2002
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,138243,False,1999000,2018
kia,optima,седан,передний,бензин,2.0 AT (150 л.с.),150,49500,False,2350000,2018
kia,optima,седан,передний,бензин,2.4 AT (188 л.с.),188,137343,False,1869000,2017
kia,picanto,хетчбэк,передний,бензин,1.0 MT (67 л.с.),67,6779,False,1449000,2020
kia,picanto,хетчбэк,передний,бензин,1.0 MT (69 л.с.),69,46800,False,735000,2014
kia,picanto,хетчбэк,передний,бензин,1.1 AT (65 л.с.),65,130373,False,649000,2010
kia,picanto,хетчбэк,передний,бензин,1.0 MT (69 л.с.),69,60000,False,780000,2012
kia,picanto,хетчбэк,передний,бензин,1.0 MT (60 л.с.),60,140263,False,349000,2005
kia,picanto,хетчбэк,передний,бензин,1.1 AT (64 л.с.),64,102900,False,515000,2006
kia,picanto,хетчбэк,передний,бензин,1.1 AT (64 л.с.),64,175000,False,450000,2007
kia,picanto,хетчбэк,передний,бензин,1.0 MT (62 л.с.),62,132150,False,499000,2010
kia,picanto,хетчбэк,передний,бензин,1.0 MT (69 л.с.),69,130000,False,658000,2013
kia,picanto,хетчбэк,передний,бензин,1.2 AT (85 л.с.),85,66770,False,1099000,2014
kia,proceed,универсал,передний,бензин,1.6 AMT (200 л.с.),200,99904,False,2449000,2019
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,165000,False,1250000,2016
kia,rio,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,128383,False,1299000,2016
kia,rio,седан,передний,бензин,1.4 AT (107 л.с.),107,106478,False,1199000,2016
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,119000,False,1270000,2017
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,121000,False,999000,2015
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,79000,False,1249000,2016
kia,rio,седан,передний,бензин,1.5 MT (98 л.с.),98,200000,False,235000,2003
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,148000,False,845000,2016
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,207000,False,550000,2012
kia,rio,хетчбэк,передний,бензин,1.4 MT (97 л.с.),97,131880,False,459000,2009
kia,rio,седан,передний,бензин,1.4 MT (100 л.с.),100,220000,False,820000,2018
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,137000,False,827000,2014
kia,rio,седан,передний,бензин,1.4 MT (100 л.с.),100,69700,False,1399000,2019
kia,rio,седан,передний,бензин,1.5 MT (97 л.с.),97,302000,False,220000,2004
kia,rio,седан,передний,бензин,1.4 AT (107 л.с.),107,172162,False,720000,2011
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,109094,False,1249000,2016
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,175175,False,719000,2012
kia,rio,хетчбэк,передний,бензин,1.5 MT (97 л.с.),97,301000,False,165000,2005
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,27768,False,1699000,2020
kia,rio,седан,передний,бензин,1.4 MT (100 л.с.),100,74000,False,1310000,2017
kia,rio,хетчбэк,передний,бензин,1.3 MT (75 л.с.),75,130000,False,135000,2002
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,143712,False,779000,2011
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,194000,False,650000,2012
kia,rio,хетчбэк,передний,бензин,1.4 MT (97 л.с.),97,147000,False,430000,2009
kia,rio,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,131280,False,820000,2014
kia,rio,седан,передний,бензин,1.4 AT (107 л.с.),107,80000,False,1290000,2015
kia,rio,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,68000,False,1250000,2017
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,75721,False,1149000,2016
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,160000,False,845000,2013
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,75175,False,1438000,2019
kia,rio,хетчбэк,передний,бензин,1.4 AT (107 л.с.),107,93000,False,879000,2013
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,77988,False,1550000,2018
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,132000,False,1250000,2017
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,162001,False,1165000,2017
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,272000,False,650000,2014
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,54470,False,1150000,2015
kia,rio,хетчбэк,передний,бензин,1.5 MT (98 л.с.),98,300000,False,130000,2000
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,193500,False,870000,2012
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,89234,False,1199000,2015
kia,rio,седан,передний,бензин,1.4 MT (95 л.с.),95,72000,False,795000,2011
kia,rio,хетчбэк,передний,бензин,1.4 MT (95 л.с.),95,209000,False,615000,2010
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,39000,False,1920000,2021
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,149000,False,1100000,2017
kia,rio,седан,передний,бензин,1.4 MT (95 л.с.),95,119159,False,700000,2009
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,228654,False,826000,2013
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,95000,False,1195000,2016
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,68950,False,1600000,2018
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,48529,False,979000,2015
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,120268,False,1385000,2017
kia,rio,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,97557,False,999000,2015
kia,rio,седан,передний,бензин,1.6 AT (123 л.с.),123,128000,False,1750000,2020
kia,rio,седан,передний,бензин,1.5 AT (98 л.с.),98,273000,False,150000,2002
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,450000,False,1000000,2018
kia,rio,универсал,передний,бензин,1.5 MT (97 л.с.),97,190000,False,330000,2005
kia,rio,седан,передний,бензин,1.4 MT (107 л.с.),107,116335,False,995000,2014
kia,rio,хетчбэк,передний,бензин,1.5 MT (97 л.с.),97,134019,False,290000,2004
kia,rio,хетчбэк,передний,бензин,1.4 MT (95 л.с.),95,198000,False,685000,2010
kia,rio,хетчбэк,передний,бензин,1.4 MT (97 л.с.),97,291286,False,389000,2005
kia,rio,седан,передний,бензин,1.6 MT (123 л.с.),123,36218,False,1899000,2021
kia,rio_x,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,2000,False,2100000,2022
kia,rio_x,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,2000,False,2100000,2022
kia,rio_x,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,61000,False,1700000,2018
kia,rio_x,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,30000,False,1770000,2020
kia,rio_x,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,63245,False,1449000,2018
kia,rio_x,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,62847,False,1588000,2018
kia,rio_x,хетчбэк,передний,бензин,1.4 AT (100 л.с.),100,111900,False,1285000,2017
kia,rio_x,хетчбэк,передний,бензин,1.4 AT (100 л.с.),100,58920,False,1585000,2020
kia,rio_x,хетчбэк,передний,бензин,1.6 MT (123 л.с.),123,70979,False,1680000,2018
kia,rio_x,хетчбэк,передний,бензин,1.4 AT (100 л.с.),100,38500,False,1850000,2020
kia,rio_x,хетчбэк,передний,бензин,1.6 AT (123 л.с.),123,91000,False,1505000,2018
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2950000,2023
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2700000,2023
kia,seltos,внедорожник,полный,бензин,1.6 AMT (177 л.с.),177,25500,False,2470000,2021
kia,seltos,внедорожник,полный,бензин,1.6 AT (121 л.с.),121,8300,False,2990000,2022
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2950000,2023
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2950000,2023
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2700000,2023
kia,seltos,внедорожник,полный,бензин,1.6 AMT (177 л.с.),177,25500,False,2470000,2021
kia,seltos,внедорожник,полный,бензин,1.6 AT (121 л.с.),121,8300,False,2990000,2022
kia,seltos,внедорожник,передний,бензин,2.0 CVT (149 л.с.),149,0,False,2950000,2023
kia,sephia,седан,передний,бензин,1.5 MT (92 л.с.),92,200000,False,85000,1998
kia,shuma,лифтбек,передний,бензин,1.8 MT (114 л.с.),114,222400,False,200000,2004
kia,shuma,лифтбек,передний,бензин,1.5 MT (88 л.с.),88,280000,False,90000,1998
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,126300,False,1628000,2014
kia,sorento,внедорожник,полный,бензин,2.4 MT (139 л.с.),139,200000,False,550000,2005
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,183100,False,1690000,2013
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,83100,False,2320000,2018
kia,sorento,внедорожник,полный,бензин,3.5 AT (249 л.с.),249,29000,False,5199000,2021
kia,sorento,внедорожник,полный,дизель,2.2 AT (197 л.с.),197,136241,False,1799000,2014
kia,sorento,внедорожник,полный,бензин,2.4 MT (139 л.с.),139,212000,False,400000,2005
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,134300,False,1510000,2011
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,234000,False,1330000,2011
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,155000,False,1821000,2014
kia,sorento,внедорожник,полный,дизель,2.5 MT (140 л.с.),140,183000,False,700000,2006
kia,sorento,внедорожник,передний,дизель,2.0 AT (184 л.с.),184,62000,False,2950000,2019
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,28200,False,3000000,2020
kia,sorento,внедорожник,полный,бензин,2.4 MT (139 л.с.),139,300000,False,400000,2005
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4550000,2023
kia,sorento,внедорожник,передний,бензин,2.4 MT (175 л.с.),175,149728,False,1659000,2013
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,5151,False,4450000,2022
kia,sorento,внедорожник,полный,бензин,3.3 AT (248 л.с.),248,186479,False,959000,2007
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4550000,2023
kia,sorento,внедорожник,передний,дизель,2.2 AMT (202 л.с.),202,52136,False,3979000,2020
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,67542,False,3635000,2021
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4550000,2023
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,239800,False,1399000,2010
kia,sorento,внедорожник,полный,бензин,2.4 AT (175 л.с.),175,229000,False,1430000,2012
kia,sorento,внедорожник,полный,дизель,2.2 AMT (199 л.с.),199,0,False,4840920,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4750000,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,3800000,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4750000,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4750000,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4800000,2023
kia,sorento,внедорожник,полный,бензин,2.5 AT (179 л.с.),179,0,False,4550000,2023
kia,sorento_prime,внедорожник,полный,дизель,2.2 AT (200 л.с.),200,97700,False,3250000,2018
kia,sorento_prime,внедорожник,передний,дизель,2.0 AT (186 л.с.),186,62000,False,2870000,2019
kia,sorento_prime,внедорожник,полный,бензин,2.4 AT (188 л.с.),188,158000,False,2600000,2019
kia,sorento_prime,внедорожник,полный,дизель,2.0 AT (186 л.с.),186,70831,False,2999000,2018
kia,sorento_prime,внедорожник,полный,дизель,2.2 AT (200 л.с.),200,93263,False,2984000,2017
kia,sorento_prime,внедорожник,полный,бензин,3.3 AT (250 л.с.),250,144000,False,2670000,2017
kia,sorento_prime,внедорожник,полный,бензин,2.4 AT (188 л.с.),188,106770,False,2899000,2018
kia,sorento_prime,внедорожник,полный,дизель,2.2 AT (200 л.с.),200,144000,False,3100000,2018
kia,soul,хетчбэк,передний,бензин,1.6 AT (132 л.с.),132,106596,False,1649000,2016
kia,soul,внедорожник,передний,бензин,1.6 AT (124 л.с.),124,98500,False,1690000,2018
kia,soul,хетчбэк,передний,бензин,1.6 AT (124 л.с.),124,159000,False,1140000,2010
kia,soul,хетчбэк,передний,дизель,1.6 AT (128 л.с.),128,149760,False,845000,2010
kia,soul,внедорожник,передний,бензин,1.6 AT (124 л.с.),124,56300,False,1785000,2018
kia,soul,хетчбэк,передний,дизель,1.6 MT (128 л.с.),128,180320,False,799000,2009
kia,soul,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,59190,False,2269000,2019
kia,soul,внедорожник,передний,электро,AT (110 л.с.),110,31500,False,1690000,2017
kia,soul,внедорожник,передний,бензин,1.6 AT (123 л.с.),123,0,False,2580000,2022
kia,soul,внедорожник,передний,бензин,1.6 AT (132 л.с.),132,112000,False,1625000,2018
kia,soul,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,40000,False,1940000,2018
kia,soul,хетчбэк,передний,бензин,1.6 AT (124 л.с.),124,87000,False,1078000,2011
kia,soul,внедорожник,передний,бензин,1.6 AT (123 л.с.),123,77007,False,2188000,2019
kia,soul,хетчбэк,передний,бензин,1.6 MT (129 л.с.),129,166000,False,1049000,2013
kia,soul,внедорожник,передний,бензин,1.6 AT (123 л.с.),123,0,False,2499000,2023
kia,soul,хетчбэк,передний,бензин,1.6 MT (124 л.с.),124,108470,False,939000,2009
kia,soul,хетчбэк,передний,бензин,1.6 AT (129 л.с.),129,139102,False,1399000,2014
kia,spectra,седан,передний,бензин,1.6 AT (101 л.с.),101,119000,False,320000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,160000,False,305000,2011
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,250000,False,200000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,204000,False,325000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,356895,False,240000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,203488,False,359000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,230000,False,180000,2006
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,218543,False,249000,2006
kia,spectra,седан,передний,бензин,1.6 AT (101 л.с.),101,147000,False,300000,2008
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,350000,True,125000,2009
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,223000,False,210000,2006
kia,spectra,седан,передний,бензин,1.6 AT (101 л.с.),101,211000,False,300000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,240000,False,300000,2005
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,218000,False,275000,2007
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,281800,False,300000,2008
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,160000,True,230000,2008
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,167000,False,300000,2006
kia,spectra,седан,передний,бензин,1.6 MT (101 л.с.),101,330000,False,175000,2006
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4750000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4400000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3550000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3950000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3550000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4750000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4400000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3421094,2023
kia,sportage,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,0,False,3850000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3550000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3931465,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,0,False,3400000,2023
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4250000,2023
kia,sportage,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,94000,False,1740000,2013
kia,sportage,внедорожник,передний,бензин,2.5 AT (187 л.с.),187,0,False,4650000,2023
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,110000,False,1510000,2015
kia,sportage,внедорожник,полный,бензин,2.4 AT (184 л.с.),184,30841,False,3000000,2019
kia,sportage,внедорожник,передний,бензин,2.0 AT (150 л.с.),150,147000,False,2070000,2017
kia,sportage,внедорожник,передний,бензин,2.0 MT (150 л.с.),150,192831,False,1090000,2012
kia,sportage,внедорожник,полный,бензин,2.0 AT (150 л.с.),150,89630,False,1429000,2012
kia,sportage,внедорожник,полный,бензин,2.5 AT (190 л.с.),190,0,False,4550000,2023
